FID_,ALIVE,READER1,READER2,NOTES,DEAD,READERTIME,DRY,DATE,PIT,GPSTIME,TIME,PITNUM,Easting,Northing
,0,0,1, ,1,0,0,,083299,0,1254, ,568473.914379999970000,4102249.543519999800000
,0,1,0,small  off channel pool,1,0,0,,094782,0,1255, ,568472.772438999960000,4102244.171959999900000
,0,0,1, ,1,0,0,,569748,0,1316, ,568456.362492999990000,4102276.028010000000000
,0,0,1, ,1,0,0,,081203,0,1321, ,568441.651518000060000,4102281.086259999800000
,0,0,1, ,1,0,0,,541359,0,1323, ,568436.127220000020000,4102286.218930000000000
,1,0,1,pool,0,0,0,,536320,0,1325, ,568435.536030999970000,4102286.029240000100000
,1,0,1,pool,0,0,0,,537501,0,1326, ,568439.063644999990000,4102307.876879999900000
,1,0,1,pool,0,0,0,,536320,0,1327, ,568451.929211999990000,4102292.818680000000000
,0,0,1, ,1,0,0,,692567,0,1331, ,568428.027124000010000,4102298.357230000200000
,0,0,1, ,1,0,0,,569096,0,1332, ,568434.739768999980000,4102292.864370000100000
,1,0,1, ,0,0,0,,536997,0,1334, ,568431.969367000040000,4102305.600550000100000
,1,0,1, ,0,0,0,,536942,0,1335, ,568436.007432000010000,4102301.010559999800000
,1,0,1, ,0,0,0,,536971,0,1336, ,568441.088623999970000,4102313.995240000100000
,0,0,1, ,1,0,0,,688230,0,1344, ,568446.707089000030000,4102333.825840000100000
,0,0,1, ,1,0,0,,081030,0,1344, ,568448.362427999960000,4102330.695820000000000
,1,0,1, ,0,0,0,,536904,0,1352, ,568444.955901999960000,4102348.789160000200000
,0,0,1, ,1,0,0,,540031,0,1403, ,568457.704372999960000,4102384.764479999900000
,0,1,1, ,1,0,0,,091536,0,1403, ,568452.530391999990000,4102383.243309999800000
,0,1,1, ,1,0,0,,536834,0,1405, ,568454.814247000030000,4102393.986450000200000
,0,0,1, ,1,0,0,,536885,0,1406, ,568460.036152999960000,4102389.590969999800000
,0,1,1, ,1,0,0,,081328,0,1408, ,568455.373977000010000,4102398.058950000000000
,0,1,1, ,1,0,0,,085207,0,1409, ,568454.730373000030000,4102404.340590000200000
,0,1,1, ,1,0,0,,092306,0,1409, ,568457.223909999940000,4102389.198380000000000
,0,0,1, ,1,0,0,,533141,0,1412, ,568446.794995000000000,4102414.446229999900000
,0,1,1, ,1,0,0,,688639,0,1414, ,568454.625637999970000,4102398.977419999900000
,0,1,1, ,1,0,0,,541860,0,1414, ,568467.218595999990000,4102399.264349999800000
,0,0,1, ,1,0,1,,533904,0,1426, ,568457.549744999970000,4102458.726240000200000
,0,0,1, ,1,0,0,,083300,0,1428, ,568461.137258999980000,4102454.872250000000000
,0,0,1, ,1,0,1,,533994,0,1429, ,568450.793875999980000,4102451.275220000200000
,0,0,1, ,1,0,1,,084204,0,1430, ,568450.894118999950000,4102457.193070000000000
,0,0,1, ,1,0,1,,541546,0,1431, ,568450.503527999970000,4102450.533230000200000
,0,1,1, ,1,0,0,,647481,0,1432, ,568460.984597999950000,4102455.425729999800000
,0,1,1, ,1,0,0,,536923,0,1433, ,568466.004368999970000,4102457.685300000000000
,0,0,1, ,1,0,0,,538893,0,1423, ,568455.478369000020000,4102458.339650000000000
,1,0,1, found twice kickfail,0,0,0,,536934,0,1434, ,568468.566685999980000,4102452.343739999900000
,0,0,1, ,1,0,0,,082649,0,1437, ,568457.513793000020000,4102463.163740000200000
,0,0,1, ,1,0,0,,569296,0,1439, ,568459.502783000000000,4102473.719579999800000
,0,0,1, ,1,0,0,,080477,0,1439, ,568451.214317000010000,4102472.542990000000000
,0,0,1, ,1,0,0,,118244,0,1441, ,568451.040685000010000,4102475.685010000100000
,0,0,1, ,1,0,0,,540117,0,1425, ,568442.282169000010000,4102495.953900000100000
,0,0,1, ,1,0,0,,686770,0,1445, ,568440.261718999940000,4102489.280859999800000
,0,1,1,end of day,1,0,1,,541674,0,1452, ,568450.955314000020000,4102486.224049999800000
,0,0,0, ,0,0,0,, ,0,0, ,568455.976451999970000,4102506.604549999800000
,0,0,1, ,1,0,0,,569255,0,911, ,568466.825689999970000,4102502.624480000200000
,0,0,1, ,1,0,0,,083066,0,91, ,568455.659144000030000,4102509.190690000100000
,0,1,1, ,1,0,0,,684220,0,914, ,568450.233836999980000,4102502.120250000200000
,0,0,1, ,1,0,0,,539124,0,915, ,568448.889729000050000,4102521.709569999900000
,0,0,1, ,1,0,0,,568407,0,915, ,568455.765372999940000,4102514.368960000100000
,0,0,1, ,1,0,0,,568241,0,916, ,568452.644853999950000,4102515.453129999800000
,0,0,1, ,1,0,0,,101672,0,917, ,568443.441972999950000,4102517.412560000100000
,0,0,1, ,1,0,0,,118612,0,919, ,568455.810311999990000,4102508.822100000000000
,0,0,1, ,1,0,0,,104869,0,923, ,568449.477913000040000,4102522.269049999800000
,0,0,1, ,1,0,0,,118095,0,924, ,568444.675137000040000,4102529.811360000200000
,0,0,1, ,1,0,1,,690407,0,0, ,568446.566879000050000,4102534.079549999900000
,0,0,1, ,1,0,1,,102304,0,925, ,568452.631269000000000,4102535.423030000200000
,0,0,1, ,1,0,0,,540529,0,939, ,568428.087645999970000,4102583.670030000200000
,0,0,1, ,1,0,1,,095062,0,957, ,568367.821390999950000,4102651.782910000100000
,0,0,1, ,1,0,0,,537554,0,959, ,568375.111474000030000,4102666.449589999900000
,1,0,1,kickfail,0,0,0,,537648,0,1001, ,568377.199262000040000,4102664.802319999800000
,0,0,1, ,1,0,0,,083366,0,1013, ,568394.425370999960000,4102715.051680000000000
,1,0,1,kickfail,0,0,0,,537629,0,1015, ,568393.693526000020000,4102713.936309999800000
,0,0,1, ,1,0,0,,648314,0,1026, ,568366.256393000020000,4102790.266009999900000
,0,1,1, ,1,0,0,,085233,0,1032, ,568370.533768999970000,4102829.316130000200000
,0,0,1, ,1,0,0,,111689,0,1035, ,568370.375177999960000,4102848.915050000000000
,0,0,1, ,1,0,0,,111624,0,1040, ,568364.879766999980000,4102868.840609999800000
,0,0,1, ,1,0,0,,082793,0,1052, ,568330.797066000060000,4102942.527950000000000
,0,0,0, ,0,0,0,,540711,0,1054, ,568323.502810999980000,4102946.721830000200000
,0,0,1, ,1,0,0,,681210,0,1107, ,568247.459452999990000,4102969.035790000100000
,0,0,1, ,1,0,0,,540450,0,1108, ,568243.629694000000000,4102966.231240000100000
,0,0,1, ,1,0,0,,587408,0,1114, ,568214.540675999950000,4102953.792440000000000
,0,0,1, ,1,0,0,,588676,0,1115, ,568198.669607999970000,4102955.883210000100000
,0,0,1, ,1,0,1,,084709,0,1116, ,568201.920182000030000,4102957.018889999900000
,0,0,1, ,1,0,0,,531928,0,1116, ,568191.040310999960000,4102964.882100000000000
,0,0,1, ,1,0,0,,588031,0,1121, ,568199.115992999980000,4102974.007749999900000
,0,0,1, ,1,0,1,,087346,0,0, ,568178.495350999990000,4102995.475509999800000
,0,1,1, ,1,0,0,,588020,0,1130, ,568174.650666999980000,4102994.519950000100000
,0,0,1, ,1,0,0,,104540,0,1137, ,568115.153694999990000,4103004.579810000000000
,0,1,0, ,1,0,1,,687709,0,1141, ,568109.124768999990000,4102980.493220000100000
,0,0,1,unknown,0,0,0,,688171,0,0, ,568073.669743999960000,4103022.551299999900000
,0,0,1, ,1,0,1,,648744,0,1201, ,568015.152957999960000,4103058.137000000100000
,0,1,0, ,1,0,1,,119510,0,1313, ,568012.781395999950000,4103205.489190000100000
,0,1,0, ,1,0,1,,102146,0,1313, ,568002.355418000020000,4103212.246840000200000
,1,1,0, ,1,0,0,,688120,0,1340, ,567935.546435000030000,4103302.683840000100000
,1,1,0, ,0,0,0,,688225,0,1340, ,567936.423462999980000,4103304.170160000200000
,1,1,0, ,0,0,0,,688034,0,1341, ,567933.158123999950000,4103304.883530000200000
,0,1,0, ,1,0,0,,069189,0,1343, ,567934.769986000030000,4103307.115379999900000
,0,1,0, ,1,0,0,,101675,0,1345, ,567925.679074999990000,4103313.698950000100000
,1,1,0, ,0,0,0,,687729,0,1347, ,567922.377073999960000,4103300.543970000000000
,1,1,0, ,0,0,0,,536265,0,1347, ,567923.962176000000000,4103306.103930000200000
,1,1,0, ,0,0,0,,688970,0,1348, ,567916.683298000020000,4103308.449210000200000
,1,1,0, ,0,0,0,,688226,0,1350, ,567921.232965999980000,4103313.848110000100000
,0,1,0, ,1,0,0,,588130,0,1454, ,567890.905982999950000,4103308.057109999900000
,0,1,0, ,1,0,1,,688035,0,1359, ,567866.336175999950000,4103304.901180000000000
,0,0,0,py floy 04890. picture taken  bare skeleton .,1,0,1,,648555,0,1405, ,567857.856111999950000,4103290.780090000000000
,0,1,0, ,1,0,0,,587274,0,1425, ,567815.032771999950000,4103346.648099999900000
,0,1,0, ,1,0,0,,104512,0,1429, ,567815.300875999960000,4103350.163499999800000
,0,1,0, ,1,0,0,,588619,0,1429, ,567813.054822999980000,4103353.103990000200000
,0,1,0, ,1,0,1,,101557,0,1434, ,567807.027791999980000,4103365.629310000200000
,0,0,1, ,1,0,1,,648651,0,1436, ,567782.323316999940000,4103360.808379999800000
,0,0,1, ,1,0,0,,541127,0,1441, ,567780.655068999970000,4103365.602589999800000
,0,0,1, ,1,0,0,,102195,0,1442, ,567777.083080000010000,4103367.607909999800000
,0,0,1, ,1,0,0,,081614,0,1442, ,567774.161551999980000,4103362.407060000100000
,0,1,0, ,1,0,1,,096645,0,939, ,567710.008401000060000,4103325.280960000100000
,0,1,0, ,1,0,0,,532995,0,1006, ,567587.924535000000000,4103380.515190000200000
,0,1,0, ,1,0,1,,540500,0,1016, ,567575.245768000020000,4103391.138390000000000
,0,1,0, ,1,0,0,,587065,0,1021, ,567553.254450000010000,4103417.589170000100000
,0,1,0, ,1,0,0,,084730,0,1025, ,567552.211773999970000,4103436.811199999900000
,0,1,0, ,1,0,0,,533809,0,1029, ,567548.809024999970000,4103454.720009999800000
,0,1,0, ,1,0,0,,101404,0,1031, ,567538.254797999980000,4103459.073400000100000
,0,1,0, ,1,0,1,,080476,0,1035, ,567512.800856000050000,4103455.356689999800000
,0,1,0, ,1,0,0,,532779,0,1036, ,567509.812706999950000,4103458.476240000200000
,0,1,0, ,1,0,1,,720277,0,1045, ,567453.781025000030000,4103480.402429999800000
,0,1,0, ,1,0,0,,083239,0,1103, ,567388.472035999990000,4103532.394870000000000
,0,1,0, ,1,0,1,,084415,0,1104, ,567378.778872000050000,4103540.268569999800000
,0,1,0, ,1,0,1,,687519,0,1114, ,567362.858956999960000,4103585.813709999900000
,0,0,1, ,1,0,0,,688099,0,1119, ,567346.381236999990000,4103571.259560000200000
,0,1,0, ,1,0,0,,681285,0,1121, ,567328.595263000000000,4103590.717950000000000
,0,1,0, ,1,0,0,,541248,0,1122, ,567334.443821000050000,4103581.889010000000000
,0,1,0, ,1,0,0,,569081,0,1127, ,567319.217674999960000,4103596.190430000000000
,0,1,0, ,1,0,0,,536457,0,1128, ,567313.655798000050000,4103587.640370000200000
,1,1,0,read once then lost,0,0,0,,...600,0,1129, ,567316.545105000030000,4103596.908760000000000
,1,1,0,kickfail,0,0,0,,688158,0,1131, ,567311.345160000030000,4103598.716399999800000
,0,1,0, ,1,0,0,,538873,0,1134, ,567272.364361000010000,4103600.624760000000000
,0,1,0, ,1,0,1,,539175,0,1146, ,567235.287926999970000,4103642.488429999900000
,0,1,1, ,1,0,1,,114247,0,1146, ,567229.650939999960000,4103643.368100000100000
,0,1,0, ,1,0,1,,688694,0,0, ,567237.758379000010000,4103629.934400000100000
,0,1,0, ,1,0,1,,645536,0,1222, ,567197.981921999950000,4103601.511980000000000
,0,1,0, ,1,0,0,,686219,0,1228, ,567182.038464999990000,4103631.525040000200000
,0,1,0, ,1,0,0,,087287,0,1229, ,567179.389439000050000,4103629.285089999900000
,0,1,0, ,1,0,1,,084015,0,1240, ,567150.798003999980000,4103647.548479999900000
,0,1,1, ,1,0,0,,532927,0,1301, ,567123.705049999990000,4103719.631870000200000
,0,1,0, ,1,0,0,,532408,0,1305, ,567090.584641000020000,4103729.908460000100000
,0,1,0, ,1,0,1,,083075,0,1318, ,567043.323072999950000,4103711.227390000100000
,0,1,0, ,1,0,0,,081019,0,1322, ,567033.454413000030000,4103722.613320000000000
,0,1,0, ,1,0,0,,690922,0,1324, ,567036.427615999940000,4103721.342569999900000
,0,1,0, ,1,0,0,,112050,0,1329, ,567037.224048999950000,4103732.998040000000000
,0,1,0, ,1,0,0,,686998,0,1329, ,567041.369212000050000,4103733.400750000000000
,0,1,0, ,1,0,0,,690775,0,1334, ,567030.777413000000000,4103761.237679999800000
,0,1,1, ,1,0,1,,121658,0,1339, ,567018.868528999970000,4103768.354570000000000
,0,1,0, ,1,0,0,,686006,0,1344, ,567014.233480000050000,4103755.004480000100000
,0,1,0, ,1,0,1,,569026,0,1349, ,566979.985371000020000,4103758.061160000000000
,0,1,0, ,1,0,0,,101419,0,1404, ,566976.322984999980000,4103808.881600000000000
,0,1,0, ,1,0,0,,115926,0,1408, ,566959.653055000000000,4103818.549519999900000
,0,1,0, ,1,0,0,,647374,0,1429, ,566919.560385999970000,4103848.741479999900000
,0,1,0, ,1,0,1,,647964,0,1423, ,566936.041031999980000,4103844.249390000000000
,0,1,0, ,1,0,1,,104911,0,915, ,566937.288180000030000,4103892.520049999900000
,0,1,0,first tag above  reader,1,0,0,,114112,0,922, ,566898.477977999950000,4103929.194010000200000
,0,1,0, ,1,0,0,,684360,0,929, ,566894.478367000000000,4103947.837960000100000
,0,1,1, ,1,0,0,,104398,0,932, ,566898.343485999970000,4103964.880030000100000
,0,1,0, ,1,0,0,,685599,0,946, ,566909.828681000040000,4104011.197819999900000
,0,1,0, ,1,0,0,,682652,0,948, ,566914.798103000040000,4104019.742920000100000
,0,1,0, ,1,0,0,,104448,0,949, ,566910.770456000000000,4104023.224250000000000
,0,1,0,first tag above upper orchard,1,0,0,,533942,0,950, ,566913.489932999950000,4104035.264769999800000
,0,1,0, ,1,0,0,,085445,0,951, ,566912.724324999960000,4104038.402120000200000
,0,0,1,below fence,1,0,0,,104969,0,952, ,566913.048438000030000,4104034.891450000000000
,0,0,1,below fence,1,0,0,,588150,0,952, ,566915.544863000050000,4104037.684839999800000
,0,1,0, ,1,0,0,,081510,0,0, ,566918.802492000050000,4104037.895560000100000
,0,0,1,below fence,1,0,0,,646090,0,954, ,566918.924260000000000,4104041.224860000000000
,0,1,0, ,1,0,1,,083982,0,0, ,566919.362834000030000,4104041.967960000000000
,0,1,0, ,1,0,0,,690612,0,956, ,566923.336267999960000,4104045.327769999900000
,0,1,0, ,1,0,0,,532950,0,0, ,566921.696465000040000,4104046.609130000200000
,0,1,0, ,1,0,0,,686051,0,957, ,566923.490269999950000,4104044.589360000100000
,0,1,1, ,1,0,0,,101759,0,958, ,566924.076971999950000,4104045.333639999900000
,0,1,0, ,1,0,0,,689218,0,959, ,566923.617898999950000,4104047.179080000100000
,0,1,0, ,1,0,0,,645244,0,959, ,566921.809447000040000,4104051.047799999800000
,0,1,1, ,1,0,0,,685405,0,1001, ,566923.557832999970000,4104054.759800000100000
,0,1,0, ,1,0,0,,104161,0,1002, ,566929.489321999950000,4104054.067170000200000
,0,1,0, ,1,0,0,,684828,0,1002, ,566934.661059999950000,4104055.772320000000000
,0,1,0, ,1,0,0,,096440,0,1004, ,566945.916819000030000,4104056.231339999900000
,0,0,1, ,1,0,1,,084116,0,1005, ,566950.667572999960000,4104054.974650000200000
,0,1,1, ,1,0,1,,540026,0,1006, ,566952.157781000020000,4104053.877020000000000
,0,0,1, ,1,0,1,,104388,0,1006, ,566952.635913999980000,4104049.627940000000000
,0,1,0, ,1,0,0,,587422,0,1007, ,566955.424205000050000,4104052.978380000200000
,0,1,0, ,1,0,1,,539536,0,1008, ,566955.701432000030000,4104055.384370000100000
,0,1,0, ,1,0,1,,588712,0,1008, ,566961.603608999980000,4104058.389680000000000
,0,1,0, ,1,0,0,,119612,0,1014, ,566977.728991999990000,4104079.966779999900000
,0,1,0, ,1,0,1,,083959,0,1015, ,566979.301304999970000,4104068.515000000100000
,0,1,0, ,1,0,1,,084826,0,1016, ,566982.139434000010000,4104065.578989999800000
,0,1,0, ,1,0,0,,647858,0,1018, ,566974.443513000030000,4104083.269059999800000
,0,1,0, ,1,0,0,,686067,0,1026, ,566972.950442999950000,4104103.412109999900000
,0,1,0, ,1,0,0,,104526,0,1027, ,566967.875568000020000,4104108.179459999800000
,0,1,0, ,1,0,0,,117490,0,1028, ,566968.928671999950000,4104106.153839999800000
,0,1,0, ,1,0,1,,101835,0,1035, ,566973.865726000050000,4104118.766679999900000
,0,1,0, ,1,0,1,,082413,0,1041, ,566957.737743000030000,4104153.586279999900000
,0,1,0, ,1,0,0,,588197,0,1047, ,566963.821708000030000,4104152.340160000100000
,0,1,0, ,1,0,0,,567548,0,1052, ,566944.664874000010000,4104158.105330000200000
,0,1,0, ,1,0,0,,084449,0,1054, ,566935.197172999960000,4104156.366130000000000
,0,0,1, ,1,0,1,,121622,0,1108, ,566905.524387000010000,4104199.214410000000000
,0,1,0, ,1,0,0,,114282,0,1118, ,566867.689422999970000,4104225.171600000000000
,0,1,0, ,1,0,0,,087273,0,1122, ,566861.087927000020000,4104235.659049999900000
,0,1,0, ,1,0,0,,588092,0,1123, ,566860.165436999990000,4104239.904610000100000
,0,1,0, ,1,0,0,,121880,0,1123, ,566862.082434999990000,4104241.029240000100000
,0,1,0, ,1,0,1,,538878,0,1126, ,566856.108641000000000,4104247.083879999800000
,0,1,0, ,1,0,0,,117244,0,1126, ,566861.732005000000000,4104247.868030000000000
,0,1,0, ,1,0,1,,101748,0,1127, ,566850.727403000000000,4104253.143220000000000
,0,1,0, ,1,0,0,,588923,0,1131, ,566829.731783999950000,4104266.660199999800000
,0,1,0, ,1,0,0,,647346,0,1131, ,566824.152316999970000,4104260.329200000000000
,0,1,1, ,1,0,0,,101925,0,1135, ,566841.703407999940000,4104288.943810000100000
,0,1,0, ,1,0,0,,687542,0,1139, ,566842.567685000020000,4104310.769710000100000
,0,1,0, ,1,0,0,,719996,0,1143, ,566825.743438999980000,4104321.361190000100000
,0,1,0, ,1,0,0,,540674,0,1143, ,566820.986996000050000,4104323.357540000200000
,0,1,0, ,1,0,0,,682648,0,1149, ,566829.583986000040000,4104360.222110000000000
,0,1,0, ,1,0,0,,096623,0,1149, ,566825.575553999980000,4104361.299840000000000
,0,1,0, ,1,0,1,,647285,0,1154, ,566833.224453000000000,4104368.201940000100000
,0,1,0, ,1,0,1,,647496,0,0, ,566823.060931000040000,4104398.261400000200000
,0,1,0, ,1,0,1,,121848,0,1243, ,566818.392683999960000,4104407.839639999900000
,0,1,0, ,1,0,1,,533867,0,1245, ,566815.067512999990000,4104405.736380000100000
,0,1,0, ,1,0,1,,569602,0,1246, ,566814.686243999980000,4104408.595900000100000
,0,1,0, ,1,0,0,,532694,0,1300, ,566813.776023000010000,4104429.622179999900000
,0,1,0, ,1,0,1,,541224,0,1316, ,566856.509499000040000,4104458.436110000100000
,0,1,0, ,1,0,0,,569720,0,1321, ,566868.500998000030000,4104459.455589999900000
,0,1,0, ,1,0,0,,719708,0,1326, ,566873.769383999980000,4104467.633229999800000
,0,1,0, ,1,0,0,,539789,0,1329, ,566867.127070000050000,4104483.297760000000000
,0,1,0, ,1,0,0,,092224,0,1332, ,566875.092583999970000,4104487.613700000100000
,0,1,0, ,1,0,0,,538540,0,1341, ,566873.228854999990000,4104517.184119999900000
,0,1,0, ,1,0,0,,688837,0,1344, ,566882.649068000030000,4104506.164280000100000
,0,1,0, ,1,0,0,,096394,0,1351, ,566855.197957000000000,4104530.539590000200000
,0,0,0,end of day 11/25,0,0,0,, ,0,0, ,566843.202066999980000,4104522.508740000000000
,0,0,1, ,1,0,0,,117497,0,933, ,566491.202664999990000,4105848.644030000100000
,0,0,1, ,1,0,1,,531961,0,946, ,566526.604058000030000,4105886.089389999900000
,0,0,1, ,1,0,0,,080800,0,949, ,566496.120920000020000,4105901.196529999800000
,0,0,1, ,1,0,0,,533116,0,950, ,566490.340329000030000,4105901.705709999900000
,0,0,1, ,1,0,0,,533978,0,952, ,566492.125919000010000,4105919.470900000100000
,0,0,1, ,1,0,0,,539464,0,959, ,566476.536304999960000,4105943.016280000100000
,0,0,1, ,1,0,0,,091596,0,1000, ,566482.576663000040000,4105947.131829999900000
,0,0,1, ,1,0,0,,539048,0,1000, ,566482.415454000000000,4105948.794730000200000
,0,0,1, ,1,0,0,,538450,0,1001, ,566475.898731000020000,4105948.743400000000000
,0,0,1, ,1,0,0,,113709,0,1007, ,566485.562691000060000,4105981.733060000000000
,0,0,1, ,1,0,1,,539630,0,1013, ,566486.996255000010000,4106025.382550000200000
,0,0,1, ,1,0,0,,084862,0,1015, ,566474.528719999940000,4106047.473259999900000
,0,0,1, ,1,0,0,,096493,0,1025, ,566464.644142000000000,4106080.124069999900000
,0,0,1, ,1,0,0,,588686,0,1026, ,566461.302845999950000,4106090.637490000100000
,0,0,1, ,1,0,0,,532425,0,1038, ,566441.656224000030000,4106140.407870000200000
,0,0,1, ,1,0,0,,085317,0,1038, ,566440.130066000040000,4106146.127989999900000
,0,0,1, ,1,0,0,,092006,0,1040, ,566440.393895999990000,4106169.058619999800000
,0,0,1, ,1,0,0,,092316,0,1058, ,566439.786230999980000,4106283.881480000000000
,0,0,1, ,1,0,0,,083497,0,1100, ,566442.139843999990000,4106285.933989999800000
,0,0,1, ,1,0,0,,083471,0,1101, ,566432.447412000040000,4106313.039119999900000
,0,0,1, ,1,0,0,,092001,0,1106, ,566429.340616000000000,4106369.041699999900000
,0,0,1, ,1,0,0,,117711,0,1118, ,566459.817193000000000,4106373.349599999800000
,0,0,1, ,1,0,0,,091885,0,1123, ,566480.502198999980000,4106417.335640000200000
,1,0,1, ,1,0,0,,091885,0,1131, ,566489.945090999940000,4106440.708410000000000
,0,0,1, ,1,0,0,,539333,0,1132, ,566482.985900999980000,4106440.468679999900000
,0,0,1, ,1,0,0,,588119,0,1136, ,566509.897084999950000,4106464.903630000100000
,0,0,0,ene of day finish mrr,0,0,0,, ,0,0, ,566524.910150000010000,4106514.392339999800000
,0,0,1,under weir panel,1,0,0,,688999,0,923, ,568724.117318999950000,4100764.364289999900000
,0,1,1, ,1,0,1,,688724,0,928, ,568725.767042999970000,4100761.973910000200000
,0,0,1, ,1,0,1,,569379,0,928, ,568739.697738999970000,4100762.087150000000000
,0,1,0, ,1,0,0,,688724,0,929, ,568731.837185999960000,4100762.762879999800000
,0,1,0, ,1,0,0,,645103,0,930, ,568721.210444999980000,4100757.314189999800000
,0,1,0, ,1,0,0,,720364,0,930, ,568720.569561999990000,4100763.226009999900000
,0,1,0, ,1,0,0,,568797,0,930, ,568726.361343999980000,4100761.793829999900000
,0,1,0, ,1,0,0,,539159,0,931, ,568723.695264999990000,4100761.587249999900000
,0,1,0, ,1,0,0,,645103,0,931, ,568725.774558000030000,4100761.049430000100000
,0,1,0, ,1,0,0,,646307,0,931, ,568732.739907999990000,4100761.106050000100000
,0,1,0, ,1,0,0,,720364,0,932, ,568732.289299999950000,4100761.842019999900000
,0,0,0, ,0,0,0,,hello,0,0, ,568732.172663999950000,4100757.958019999800000
,0,0,0, ,0,0,0,,000000000,0,0, ,568729.069500999990000,4100756.823350000200000
,0,0,0,000000,0,0,0,, ,0,0, ,568721.307548000010000,4100763.601830000100000
,0,1,0, ,1,0,0,,720364,0,936, ,568727.449832999960000,4100755.515829999900000
,0,0,1, ,1,0,1,,083368,0,940, ,568728.962794000050000,4100769.950890000000000
,0,0,1, ,1,0,1,,532542,0,941, ,568731.446100999950000,4100774.408849999800000
,0,1,0, ,1,0,0,,688501,0,941, ,568726.272675000010000,4100772.702630000200000
,0,1,0, ,1,0,0,,684799,0,942, ,568720.235595999980000,4100767.845980000200000
,0,0,1, ,1,0,1,,533775,0,942, ,568733.811267000040000,4100775.167710000200000
,0,1,0, ,1,0,0,,084831,0,944, ,568728.031518999950000,4100775.120720000000000
,0,1,0, ,1,0,0,,689390,0,944, ,568729.661702999960000,4100775.133969999800000
,0,1,0, ,1,0,0,,541724,0,945, ,568730.573440999960000,4100772.367780000000000
,0,0,1, ,1,0,1,,083037,0,946, ,568726.375784000030000,4100778.250690000100000
,0,0,1, ,1,0,1,,539245,0,946, ,568728.865100999940000,4100781.969060000000000
,0,0,1, ,1,0,1,,569569,0,947, ,568732.134487999950000,4100780.886200000100000
,0,0,1, ,1,0,1,,569322,0,947, ,568737.917237999970000,4100780.563389999800000
,0,0,0, ,0,0,0,,569967,0,948, ,568729.622625999970000,4100779.941240000100000
,0,0,1, ,1,0,1,,101844,0,949, ,568732.788298000000000,4100791.616130000000000
,0,0,1, ,1,0,1,,101589,0,950, ,568731.206218000040000,4100785.686240000200000
,0,0,1, ,1,0,1,,115775,0,953, ,568735.629628999970000,4100788.495800000100000
,0,0,1, ,1,0,1,,083037,0,959, ,568732.480485999960000,4100774.787070000100000
,0,0,1, ,1,0,0,,689390,0,1000, ,568738.672373999960000,4100760.599560000000000
,0,0,1, ,1,0,0,,104989,0,1000, ,568737.901316000030000,4100764.291430000200000
,0,0,1, ,1,0,0,,541724,0,1001, ,568730.089767999950000,4100777.171430000100000
,0,0,1, ,1,0,0,,532955,0,1002, ,568730.068729000050000,4100779.759959999900000
,0,1,0, ,1,0,0,,541756,0,1002, ,568730.523842999940000,4100778.469310000100000
,0,0,1, ,1,0,0,,096371,0,1003, ,568729.696271999970000,4100770.881390000200000
,0,0,1, ,1,0,0,,568605,0,1003, ,568723.325230999970000,4100770.644700000100000
,0,0,1, ,1,0,0,,104931,0,1004, ,568719.874580999950000,4100775.794050000100000
,0,1,0, ,1,0,0,,091636,0,1005, ,568721.940347000030000,4100776.920280000200000
,0,0,1, ,1,0,0,,096383,0,1004, ,568730.233459000010000,4100777.727320000100000
,0,1,0, ,1,0,0,,105105,0,1008, ,568725.452029000040000,4100782.496040000100000
,0,1,0, ,1,0,0,,092142,0,1009, ,568726.510453999970000,4100779.915949999800000
,0,1,0, ,1,0,0,,647659,0,1009, ,568724.224354999950000,4100787.663470000000000
,0,0,1, ,1,0,0,,540386,0,1010, ,568731.015934000020000,4100790.862090000000000
,0,1,0, ,1,0,0,,568704,0,1010, ,568730.599899000020000,4100787.345470000100000
,0,0,1, ,1,0,0,,588536,0,1011, ,568729.081842000010000,4100791.770910000000000
,0,1,0, ,1,0,1,,096578,0,1011, ,568729.670124000050000,4100792.330409999900000
,0,0,1, ,1,0,0,,117762,0,1011, ,568733.526288000050000,4100791.991940000100000
,0,1,0, ,1,0,0,,084150,0,1012, ,568728.312293000050000,4100795.277890000000000
,0,0,0, ,0,0,0,,092295,0,1013, ,568735.871908999980000,4100795.154440000200000
,0,1,0, ,1,0,1,,094994,0,1013, ,568721.201780000000000,4100794.850279999900000
,0,0,1, ,1,0,0,,533628,0,1014, ,568735.828319999970000,4100800.516390000000000
,0,1,0, ,1,0,1,,539497,0,1015, ,568729.722134000040000,4100804.164890000100000
,0,0,1, ,1,0,0,,647147,0,1015, ,568738.751698000010000,4100805.532650000000000
,0,0,1, ,1,0,0,,541120,0,1017, ,568733.584303000010000,4100803.086850000100000
,0,1,0, ,1,0,1,,539497,0,1018, ,568726.594942000000000,4100805.988549999900000
,0,1,0, ,1,0,1,,533854,0,1019, ,568732.619958000020000,4100812.324370000000000
,0,0,1, ,1,0,0,,541479,0,1018, ,568736.461083999950000,4100813.834850000200000
,0,1,0, ,1,0,1,,568034,0,1020, ,568731.337285000020000,4100806.027090000000000
,0,0,1, ,1,0,0,,567649,0,1020, ,568733.700936999990000,4100806.970850000200000
,0,1,0, ,1,0,1,,113930,0,1022, ,568728.594570999970000,4100815.250159999800000
,0,0,1, ,1,0,0,,587146,0,1022, ,568736.483630000030000,4100811.061429999800000
